filename,xmin,ymin,xmax,ymax,angle,xloc,yloc,zloc
003356.txt,737,181,779,264,-1.37,2,1,13
003356.txt,728,184,821,244,-1.79,4,1,19
003356.txt,705,183,772,228,-1.73,4,1,24
003356.txt,692,173,752,218,-1.73,4,1,29
003356.txt,679,176,694,204,-1.99,4,1,42
003356.txt,0,185,237,281,2.19,-8,1,12
003356.txt,608,176,645,209,-1.58,0,1,34
003356.txt,198,181,341,246,2.06,-8,1,17
003356.txt,829,161,948,207,-0.38,15,1,41
003357.txt,924,203,1241,374,-2.43,2,1,2
003357.txt,0,200,407,374,-1.09,-2,1,4
003357.txt,654,167,708,212,-1.67,2,1,25
003357.txt,544,165,575,192,1.63,-2,1,42
003357.txt,639,167,675,197,1.49,2,1,38
003358.txt,736,164,986,343,-1.87,2,1,9
003358.txt,496,175,561,227,1.67,-2,1,23
003358.txt,675,158,753,226,-1.73,3,1,23
003358.txt,660,175,707,215,-1.69,3,1,31
003359.txt,0,164,181,374,2.25,-5,1,5
003359.txt,751,168,772,220,-1.79,5,1,26
003360.txt,670,174,720,224,-1.47,3,2,31
003360.txt,545,167,615,202,1.2,-3,3,79
003361.txt,189,184,429,336,1.92,-3,1,9
003361.txt,519,183,560,216,1.68,-3,2,34
003361.txt,563,182,582,199,1.63,-3,2,66
003361.txt,590,179,632,221,-1.57,0,1,30
003362.txt,580,178,640,237,-1.54,0,1,21
003362.txt,1133,0,1241,351,0.14,6,1,0
003362.txt,733,108,851,221,1.37,6,1,28
003362.txt,710,128,786,207,1.44,7,1,39
003363.txt,582,176,644,236,-1.55,0,1,20
003363.txt,929,0,1241,334,0.84,6,1,7
003363.txt,771,47,1065,258,1.24,6,1,18
003363.txt,720,115,825,213,1.41,7,1,34
003363.txt,711,137,763,199,1.48,8,1,46
003363.txt,703,143,744,194,1.51,8,1,58
003364.txt,594,174,619,197,-1.57,0,1,52
003364.txt,626,161,657,191,-1.62,3,1,75
003364.txt,244,193,306,222,2.0,-17,2,38
003364.txt,411,171,441,199,1.83,-18,2,72
003365.txt,581,179,607,205,-1.57,-1,2,47
003365.txt,253,151,413,213,1.83,-21,2,60
003366.txt,0,198,118,255,2.22,-19,2,25
003366.txt,231,192,305,230,2.01,-16,2,34
003367.txt,603,180,630,207,-1.59,0,2,46
003367.txt,973,100,1241,374,-2.93,2,1,3
003367.txt,915,161,999,374,2.7,2,1,5
003367.txt,814,172,874,326,2.29,2,1,7
003367.txt,350,193,415,229,1.9,-9,2,30
003367.txt,855,137,1051,348,-3.02,2,1,6
003368.txt,0,201,303,369,-0.86,-3,1,3
003368.txt,566,166,699,211,0.34,0,1,25
003368.txt,340,174,387,201,1.82,-15,1,46
003369.txt,883,99,1241,374,-2.2,2,1,3
003369.txt,773,170,1019,346,-1.83,3,1,8
003369.txt,737,159,760,223,0.53,4,1,21
003369.txt,743,160,759,221,0.64,4,1,22
003369.txt,638,171,649,202,-0.2,1,1,41
003369.txt,228,190,401,296,1.95,-4,1,12
003369.txt,0,190,192,374,2.32,-5,1,5
003369.txt,399,183,416,226,1.84,-7,1,26
003370.txt,0,137,185,308,0.61,-7,1,8
003370.txt,54,155,283,248,-2.8,-9,1,15
003370.txt,126,174,312,240,-2.88,-9,1,17
003371.txt,567,181,677,285,-1.58,0,1,12
003371.txt,213,202,282,231,2.2,-18,2,37
003371.txt,997,181,1160,232,2.64,15,1,24
003371.txt,1209,181,1241,228,2.48,22,1,24
003372.txt,569,176,624,230,-1.55,0,1,23
003372.txt,402,187,477,233,1.8,-6,2,26
003372.txt,638,177,657,193,-1.62,3,1,64
003373.txt,386,189,536,298,1.78,-2,1,12
003373.txt,859,165,874,208,1.05,10,1,29
003374.txt,356,161,542,249,2.32,-3,1,17
003374.txt,1072,191,1221,291,-1.71,9,1,12
003374.txt,1070,183,1189,257,-1.72,12,1,17
003375.txt,925,0,1241,374,-2.69,2,1,1
003375.txt,108,178,329,264,-2.64,-7,1,13
003375.txt,173,176,402,253,0.48,-6,1,15
003375.txt,307,177,482,235,0.23,-5,1,20
003375.txt,629,177,651,193,-1.62,2,1,62
003376.txt,538,175,565,200,1.61,-4,1,50
003377.txt,93,127,313,374,1.86,-2,1,4
003377.txt,517,177,539,236,-1.83,-2,1,19
003377.txt,498,175,521,238,-1.84,-2,1,19
003377.txt,640,170,657,217,1.34,1,1,30
003378.txt,371,188,424,233,1.7,-9,2,31
003378.txt,308,177,369,221,1.89,-18,3,50
003378.txt,17,206,207,304,1.96,-9,2,14
003378.txt,842,179,886,203,1.87,16,1,45
003379.txt,1029,108,1241,362,-2.01,4,1,6
003379.txt,786,160,815,224,-1.74,5,1,20
003379.txt,812,165,833,214,-1.84,7,1,25
003379.txt,834,165,852,214,-1.87,8,1,25
003379.txt,829,184,849,213,-1.84,8,1,26
003379.txt,732,170,744,203,-1.67,6,1,36
003380.txt,179,113,450,292,-1.09,-4,1,12
003380.txt,683,165,714,234,-1.43,2,1,20
003380.txt,1145,154,1241,287,-2.25,7,1,9
003380.txt,1008,182,1123,286,2.58,6,1,9
003380.txt,960,188,1067,273,2.66,6,1,11
003380.txt,40,149,86,249,0.74,-10,1,13
003380.txt,67,162,110,244,0.72,-10,1,14
003380.txt,182,183,317,227,-2.55,-12,1,24
003381.txt,950,190,1241,374,-2.21,3,1,4
003381.txt,264,183,456,308,1.92,-3,1,10
003381.txt,777,178,990,302,-1.89,3,1,11
003381.txt,416,168,520,248,1.78,-3,1,17
003381.txt,518,172,592,224,1.9,-1,1,24
003381.txt,738,172,823,243,-1.67,4,1,18
003381.txt,735,179,789,230,-1.57,5,1,23
003381.txt,647,173,710,206,1.95,3,1,35
003381.txt,805,138,851,176,-1.43,21,0,71
003382.txt,609,175,632,197,-1.59,0,1,51
003382.txt,829,126,1241,374,-2.09,3,1,5
003382.txt,701,170,816,263,-1.77,2,1,15
003382.txt,672,180,722,221,-1.65,3,1,26
003382.txt,665,177,714,213,-1.72,3,1,32
003382.txt,651,174,681,201,-1.65,3,1,46
003383.txt,581,145,631,206,-1.57,0,2,47
003383.txt,397,188,429,206,1.82,-17,2,64
003384.txt,582,142,639,211,-1.57,0,2,42
003384.txt,174,188,272,236,2.04,-17,2,32
003385.txt,579,189,596,202,-1.55,-2,2,72
003386.txt,774,193,1075,374,1.18,2,1,7
003386.txt,672,125,796,249,-1.72,2,1,18
003386.txt,235,176,400,246,-2.74,-6,1,17
003386.txt,290,174,458,239,0.32,-6,1,19
003386.txt,319,176,475,230,-2.91,-6,1,22
003386.txt,448,179,538,210,0.1,-5,1,37
003386.txt,433,154,545,208,0.17,-6,1,39
003386.txt,644,181,684,212,-1.65,2,1,35
003387.txt,131,152,173,253,-2.51,-8,1,13
003387.txt,158,156,209,251,-2.47,-8,1,14
003387.txt,548,161,705,237,2.28,0,1,19
003387.txt,998,176,1046,203,1.9,29,1,49
003388.txt,566,176,618,227,-1.55,0,1,24
003388.txt,506,178,534,201,1.7,-6,2,53
003388.txt,904,165,965,191,-2.01,18,1,41
003388.txt,1086,139,1241,205,-2.21,18,0,24
003389.txt,581,143,638,211,-1.57,0,2,42
003389.txt,77,190,208,250,2.12,-17,2,27
003390.txt,5,156,181,355,2.2,-5,1,7
003390.txt,145,167,265,305,2.08,-5,1,10
003390.txt,434,146,548,229,-1.23,-3,1,24
003390.txt,632,172,676,225,-0.98,1,1,25
003390.txt,991,165,1025,241,2.59,8,1,16
003390.txt,914,167,941,234,-1.96,8,1,18
003390.txt,826,179,875,227,2.84,6,1,20
003390.txt,814,182,863,225,2.88,6,1,21
003390.txt,362,180,449,210,-2.69,-10,1,36
003391.txt,721,177,811,239,-1.73,3,1,18
003391.txt,692,171,754,192,2.83,8,1,50
003391.txt,523,171,529,207,0.13,-4,1,35
003391.txt,807,173,860,214,-3.1,8,1,28
003391.txt,854,166,919,190,3.04,19,1,50
003391.txt,361,179,418,201,0.62,-15,1,49
003391.txt,600,175,620,189,1.8,0,1,77
003391.txt,566,175,589,189,1.9,-3,1,78
003392.txt,857,193,1223,369,-2.1,3,1,5
003392.txt,770,179,975,299,-1.89,3,1,11
003392.txt,264,169,361,221,2.08,-11,1,27
003392.txt,505,177,537,196,1.86,-6,1,59
003392.txt,698,176,751,227,-1.58,3,1,23
003392.txt,681,179,718,212,-1.61,4,1,34
003393.txt,678,163,710,254,-1.61,1,1,14
003393.txt,713,160,750,254,-1.66,2,1,14
003393.txt,431,163,467,259,-1.39,-3,1,13
003393.txt,581,166,606,222,1.68,0,1,23
003393.txt,607,170,633,211,1.4,0,1,31
003393.txt,752,166,764,210,-1.49,5,1,26
003394.txt,0,212,302,374,2.1,-3,1,5
003394.txt,224,198,440,327,1.92,-3,1,10
003394.txt,820,184,1241,374,-2.08,3,1,5
003394.txt,741,175,918,294,-1.84,3,1,10
003394.txt,1019,138,1234,226,2.7,12,1,18
003394.txt,645,176,697,213,-1.81,2,1,32
003394.txt,589,180,628,202,-1.89,0,1,47
003394.txt,549,177,593,196,2.44,-3,1,62
003394.txt,484,178,498,203,1.73,-7,2,48
003395.txt,553,181,611,221,-1.47,0,1,26
003395.txt,712,126,807,227,-1.7,4,1,21
003395.txt,586,177,625,208,-1.47,0,1,35
003395.txt,427,186,499,229,-2.85,-4,1,22
003396.txt,553,174,627,241,-1.57,0,1,19
003396.txt,26,0,353,375,-2.72,-3,1,-1
003396.txt,317,193,485,293,-1.32,-3,1,12
003396.txt,426,180,519,244,-1.4,-3,1,18
003396.txt,288,177,390,234,-1.22,-7,1,21
003396.txt,404,174,459,213,-1.35,-8,1,33
003396.txt,514,175,557,211,-1.49,-3,1,35
003397.txt,567,177,603,205,-1.57,-1,1,33
003397.txt,522,178,552,201,-1.53,-4,1,44
003398.txt,1094,183,1223,235,0.87,19,1,24
003398.txt,1032,183,1156,232,-2.27,16,1,23
003398.txt,952,181,1068,234,-2.15,13,1,24
003398.txt,602,172,636,202,-1.64,0,1,36
003398.txt,544,159,605,237,1.22,0,1,17
003398.txt,479,168,500,205,1.71,-5,1,33
003398.txt,182,148,198,196,-1.62,-17,0,30
003398.txt,122,149,159,235,2.14,-10,1,16
003398.txt,249,155,270,210,1.98,-12,1,24
003398.txt,209,151,233,208,1.91,-13,0,24
003398.txt,617,153,664,296,0.67,0,1,10
003398.txt,652,150,712,285,0.71,1,1,10
003398.txt,711,145,782,302,0.56,2,1,9
003398.txt,982,147,1104,369,0.17,4,1,6
003398.txt,1023,160,1130,351,0.15,4,1,6
003398.txt,709,149,768,320,0.59,1,1,8
003399.txt,684,139,775,231,-1.66,3,1,22
003399.txt,863,186,1057,260,-0.92,7,1,15
003399.txt,575,161,616,180,-1.54,0,0,41
003400.txt,579,179,611,208,1.58,0,1,38
003401.txt,545,174,569,193,-1.53,-3,1,54
003401.txt,594,164,609,184,-1.56,0,1,81
003402.txt,744,173,762,216,1.35,5,1,29
003402.txt,250,182,329,220,1.99,-14,2,32
003403.txt,134,196,235,235,2.12,-16,2,28
003403.txt,328,186,383,214,1.94,-15,2,43
003403.txt,421,182,457,203,1.84,-13,2,57
003403.txt,470,156,530,196,1.72,-10,2,68
003403.txt,710,169,724,202,-1.71,5,1,39
003404.txt,0,201,304,369,-0.86,-3,1,3
003404.txt,1010,153,1185,203,-0.51,16,0,23
003404.txt,441,172,484,202,1.44,-7,1,36
003404.txt,358,170,384,207,1.77,-12,1,36
003404.txt,198,177,294,223,1.94,-13,1,27
003405.txt,1189,112,1241,259,-1.8,12,1,13
003405.txt,0,208,107,331,1.7,-8,2,10
003405.txt,153,210,192,245,1.59,-20,3,34
003405.txt,63,212,168,290,1.69,-11,2,16
003405.txt,973,119,1017,169,-1.55,20,0,37
003406.txt,781,168,888,210,-0.26,8,1,28
003406.txt,659,167,684,189,-1.64,4,1,51
003407.txt,183,189,337,374,1.99,-3,1,6
003407.txt,95,184,373,270,-2.69,-7,1,13
003407.txt,207,183,419,254,-2.75,-6,1,16
003407.txt,310,179,435,233,0.35,-7,1,21
003407.txt,650,177,733,237,-1.72,2,1,19
003407.txt,399,178,494,216,0.3,-6,1,30
003407.txt,630,172,668,204,-1.63,1,1,34
003408.txt,0,261,352,374,-1.11,-3,1,5
003408.txt,275,191,483,326,1.85,-2,1,10
003408.txt,746,195,1154,374,-1.93,2,1,6
003408.txt,517,173,558,208,1.64,-3,1,31
003409.txt,945,177,1241,374,-2.36,3,1,2
003409.txt,0,199,230,374,-0.91,-5,1,7
003409.txt,330,186,442,254,1.86,-5,1,18
003409.txt,400,186,477,233,1.83,-5,1,24
003409.txt,443,183,497,222,1.75,-5,1,28
003409.txt,471,182,518,214,1.72,-5,1,34
003409.txt,782,154,889,195,2.85,9,0,30
003409.txt,756,156,835,191,2.87,9,0,35
003409.txt,1107,133,1241,173,-0.66,23,0,29
003409.txt,1065,135,1196,175,-0.61,23,0,32
003409.txt,1036,140,1164,173,-0.59,23,0,35
003409.txt,1011,141,1128,173,-0.58,23,0,37
003409.txt,501,180,540,206,1.74,-5,1,42
003409.txt,665,171,705,202,-1.67,3,1,36
003410.txt,0,197,430,374,-1.18,-2,1,6
003410.txt,829,0,1183,374,-2.39,2,1,2
003410.txt,654,171,734,231,-1.72,2,1,20
003410.txt,396,179,504,257,-1.4,-3,1,15
003410.txt,731,167,1005,356,-1.88,2,1,8
003410.txt,626,173,660,201,-1.54,1,1,37
003410.txt,667,155,706,182,-1.21,7,0,71
003411.txt,693,176,897,269,-0.04,3,1,13
003412.txt,597,175,626,202,-1.57,0,1,46
003412.txt,628,162,669,193,-1.7,3,1,73
003412.txt,120,157,232,236,2.11,-16,2,28
003412.txt,408,176,449,204,1.83,-13,2,53
003413.txt,379,189,415,208,1.85,-17,2,59
003414.txt,321,183,450,226,-2.89,-8,1,26
003415.txt,578,180,650,241,-1.71,0,1,21
003415.txt,96,187,222,249,2.11,-12,1,19
003415.txt,108,189,299,277,2.06,-8,1,14
003416.txt,157,193,456,285,0.48,-5,1,12
003416.txt,831,172,1241,333,-0.47,4,1,7
003416.txt,767,159,1106,287,-0.42,4,1,10
003416.txt,368,185,518,235,-2.83,-5,1,22
003416.txt,418,183,536,221,-3.05,-5,1,27
003417.txt,789,170,1060,316,-1.93,3,1,9
003417.txt,540,183,605,228,-1.46,-1,1,24
003417.txt,716,120,829,236,-1.72,4,1,19
003417.txt,699,173,737,204,-1.66,5,1,37
003417.txt,578,180,621,213,-1.48,0,1,33
003417.txt,797,158,821,240,2.89,4,1,15
003417.txt,395,188,476,237,-2.82,-4,1,19
003418.txt,699,180,772,234,-1.76,3,1,20
003418.txt,1084,225,1241,374,-2.51,3,1,2
003418.txt,839,179,944,237,-1.95,7,1,19
003419.txt,581,176,598,190,-1.57,-1,1,67
003419.txt,422,180,475,214,1.77,-7,1,32
003420.txt,649,196,907,374,1.31,1,1,8
003421.txt,485,157,553,333,-1.46,0,1,7
003422.txt,0,197,28,263,2.32,-16,2,17
003422.txt,319,189,370,212,1.95,-16,2,44
003422.txt,466,180,490,196,1.74,-13,2,74
003422.txt,502,163,546,194,1.69,-9,2,85
003422.txt,699,169,711,197,-1.7,6,1,45
003423.txt,0,138,281,374,2.36,-3,1,2
003423.txt,257,198,460,327,1.9,-3,1,10
003423.txt,487,181,544,231,1.72,-3,2,26
003423.txt,532,183,566,213,1.64,-3,2,37
003424.txt,343,183,461,222,-2.91,-8,1,28
003425.txt,427,162,481,217,1.74,-8,2,39
003425.txt,574,184,591,197,-1.53,-2,2,72
003426.txt,0,199,302,369,-0.86,-3,1,3
003426.txt,991,147,1029,216,-1.6,10,0,18
003426.txt,963,159,1013,263,-0.56,6,1,11
003426.txt,442,172,497,206,1.39,-6,1,32
003427.txt,509,182,556,216,1.7,-3,1,34
003427.txt,562,180,585,196,1.64,-3,2,71
003428.txt,611,150,658,197,-1.53,1,1,50
003428.txt,0,184,117,274,2.26,-13,2,16
003428.txt,381,184,420,203,1.86,-16,2,56
003429.txt,598,175,627,203,-1.58,0,1,45
003429.txt,631,162,673,192,-1.7,4,1,73
003429.txt,195,158,284,226,2.05,-16,2,32
003429.txt,0,199,135,277,2.24,-12,2,16
003429.txt,438,177,472,200,1.8,-13,2,62
003430.txt,0,202,238,374,-0.88,-3,1,3
003430.txt,242,188,458,328,1.89,-3,1,10
003430.txt,460,185,527,229,1.73,-4,1,26
003430.txt,488,176,532,213,1.69,-4,1,35
003430.txt,529,177,553,197,1.64,-4,1,52
003431.txt,324,189,487,291,1.85,-3,1,13
003431.txt,541,181,575,206,1.65,-3,2,47
003432.txt,67,173,395,370,2.02,-3,1,8
003432.txt,478,182,536,225,1.71,-3,1,25
003432.txt,550,172,578,195,1.61,-3,1,49
003433.txt,70,179,336,312,1.92,-5,1,10
003433.txt,311,163,423,233,1.82,-6,1,19
003434.txt,951,211,1241,374,-2.23,3,1,3
003434.txt,398,186,499,252,1.85,-4,1,19
003434.txt,455,183,527,235,1.75,-4,2,24
003434.txt,694,175,735,211,-1.65,5,1,38
003434.txt,491,187,546,225,1.77,-3,2,29
003434.txt,512,184,561,218,1.75,-3,2,34
003434.txt,89,188,249,237,0.49,-14,2,24
003435.txt,571,156,623,301,1.59,0,1,9
003436.txt,154,189,338,256,-2.71,-8,1,16
003436.txt,268,182,399,237,-2.79,-8,1,22
003436.txt,306,179,424,227,-2.81,-8,1,25
003436.txt,356,177,463,219,-2.83,-8,1,30
003436.txt,419,180,483,211,-2.99,-9,2,41
003436.txt,435,182,503,206,-3.02,-8,2,44
003436.txt,459,175,520,200,-3.0,-8,1,49
003436.txt,471,177,529,199,2.74,-8,1,54
003437.txt,882,136,952,263,-1.95,4,1,10
003437.txt,973,148,1052,350,-1.85,3,1,6
003437.txt,600,162,654,221,-0.91,0,1,22
003437.txt,1174,110,1223,279,-1.32,6,1,7
003437.txt,727,151,757,225,1.43,3,1,17
003437.txt,723,153,749,214,2.37,4,1,21
003437.txt,698,151,730,214,2.69,3,1,22
003437.txt,728,147,754,215,2.75,3,1,21
003438.txt,231,118,467,278,-1.12,-4,1,13
003438.txt,683,165,711,232,-1.48,2,1,20
003438.txt,1122,155,1174,276,-2.21,7,1,10
003438.txt,971,182,1071,275,2.63,6,1,10
003438.txt,468,172,492,234,0.72,-3,1,18
003438.txt,96,148,139,238,0.68,-10,1,14
003438.txt,118,160,151,235,0.68,-10,1,15
003438.txt,209,179,336,221,-2.57,-12,1,26
003439.txt,0,181,315,374,2.18,-3,1,3
003439.txt,353,187,388,214,1.44,-15,2,47
003439.txt,377,188,477,265,1.69,-4,1,16
003440.txt,996,176,1241,374,-1.44,4,1,5
003440.txt,717,146,891,242,-1.07,4,1,16
003440.txt,685,169,798,219,-0.99,4,1,23
003440.txt,660,168,728,196,-0.84,4,1,41
003440.txt,655,169,702,191,-0.87,4,1,52
003440.txt,194,173,321,233,2.04,-10,1,22
003440.txt,398,141,487,216,1.81,-7,1,31
003440.txt,365,181,423,210,1.89,-10,1,35
003440.txt,448,174,488,195,1.83,-10,1,52
003440.txt,224,178,290,215,2.05,-14,1,30
003441.txt,583,184,638,229,-1.58,0,1,23
003441.txt,134,161,403,315,-2.03,-4,1,10
003441.txt,271,163,442,276,-2.0,-4,1,13
003441.txt,371,183,493,239,-2.23,-5,1,21
003441.txt,412,169,523,227,-2.24,-4,1,23
003441.txt,449,182,542,217,-2.26,-4,1,30
003441.txt,662,152,740,223,-1.71,3,1,27
003441.txt,584,178,618,209,-1.55,0,1,37
003441.txt,0,121,138,256,2.28,-14,1,16
003442.txt,0,16,479,374,2.03,-2,1,5
003442.txt,803,163,834,239,-1.85,4,1,16
003442.txt,466,174,500,246,1.73,-3,1,17
003442.txt,496,171,518,225,1.71,-3,1,25
003442.txt,683,179,770,248,-1.75,2,1,18
003442.txt,659,171,725,230,-1.7,2,1,23
003442.txt,648,169,701,220,-1.65,2,1,28
003442.txt,610,168,622,195,0.68,0,1,49
003442.txt,617,169,628,196,0.75,0,1,50
003442.txt,538,170,561,193,1.65,-4,1,60
003442.txt,486,178,525,209,1.71,-5,1,37
003442.txt,370,183,463,246,1.83,-5,1,19
003443.txt,847,193,1241,374,-2.1,3,1,4
003443.txt,710,127,925,312,-1.81,3,1,12
003443.txt,432,175,516,247,1.68,-3,1,17
003443.txt,675,181,740,230,-1.7,3,1,23
003443.txt,502,177,549,211,1.65,-3,1,30
003443.txt,532,172,565,203,1.61,-3,1,37
003443.txt,648,176,686,206,1.48,3,1,38
003444.txt,981,196,1241,374,-2.23,2,1,2
003444.txt,901,140,1173,359,-1.69,4,1,8
003444.txt,542,162,595,220,-1.59,-1,1,27
003444.txt,832,127,1075,219,-0.52,10,1,22
003444.txt,241,165,338,226,-1.2,-11,1,26
003444.txt,469,170,510,203,-1.51,-5,1,33
003444.txt,697,170,772,212,-1.85,4,1,28
003444.txt,582,163,616,192,-1.63,0,1,45
003444.txt,750,167,828,211,-1.89,7,1,29
003444.txt,1116,131,1241,200,0.84,23,1,29
003444.txt,574,136,610,189,1.53,-1,1,53
003444.txt,75,185,199,232,-1.04,-17,2,26
003444.txt,0,192,67,235,-1.0,-21,2,26
003444.txt,18,189,112,229,2.1,-19,1,26
003444.txt,7,172,65,213,2.12,-29,2,36
003445.txt,587,183,625,217,1.58,0,1,32
003446.txt,539,175,555,191,1.6,-6,1,77
003447.txt,576,181,604,208,-1.56,-1,2,45
003447.txt,346,162,437,204,1.75,-22,2,78
003448.txt,649,177,723,229,-1.71,2,1,21
003449.txt,507,178,760,266,0.18,0,1,13
003450.txt,1040,149,1169,303,-2.15,6,1,8
003450.txt,0,193,150,246,2.2,-16,2,21
003450.txt,332,184,383,210,1.9,-15,2,44
003451.txt,417,176,485,241,1.64,-4,1,20
003451.txt,439,180,483,212,1.48,-7,1,35
003452.txt,350,192,387,223,1.49,-14,2,42
003452.txt,242,194,451,336,1.8,-3,1,10
003453.txt,596,174,624,201,-1.57,0,1,46
003453.txt,625,159,665,190,-1.68,3,1,73
003453.txt,0,149,136,252,2.22,-16,2,21
003453.txt,347,176,406,212,1.89,-13,2,41
003454.txt,842,181,902,268,-1.17,5,1,15
003454.txt,0,170,369,369,2.36,-1,1,3
003454.txt,253,174,269,226,1.45,-13,1,27
003454.txt,271,175,290,220,-1.93,-12,1,26
003454.txt,633,182,667,220,-0.83,2,1,34
003454.txt,416,178,429,226,2.87,-7,1,27
003454.txt,400,181,417,222,2.78,-7,1,28
003454.txt,654,178,668,218,-0.05,2,1,31
003455.txt,518,177,538,231,-1.54,-2,1,21
003455.txt,469,170,498,250,1.61,-2,1,15
003455.txt,712,165,730,224,1.42,3,1,24
003455.txt,731,166,753,222,1.36,4,1,24
003455.txt,1201,154,1241,306,-0.74,7,1,8
003455.txt,1167,163,1241,299,-0.68,7,1,8
003456.txt,883,66,1241,374,-2.29,2,1,3
003456.txt,768,176,864,214,-0.23,9,1,31
003456.txt,660,173,684,194,-1.63,4,1,54
003457.txt,263,191,502,338,1.94,-2,1,9
003457.txt,459,182,579,264,1.93,-1,1,16
003457.txt,564,181,646,235,1.86,0,1,21
003457.txt,790,163,834,192,-1.33,13,1,47
003458.txt,660,180,715,222,-1.7,2,1,25
003458.txt,741,181,910,286,-1.87,3,1,12
003458.txt,719,175,769,205,-1.83,6,1,37
003458.txt,827,50,1155,273,-2.03,7,1,15
003459.txt,594,181,659,234,-1.55,0,1,20
003459.txt,945,74,1241,374,-2.22,3,1,3
003459.txt,130,181,390,317,-2.01,-4,1,9
003459.txt,240,184,463,281,-2.15,-4,1,12
003459.txt,401,176,522,237,-2.13,-4,1,19
003459.txt,483,174,564,206,-2.36,-3,1,32
003459.txt,747,187,884,268,-1.82,3,1,14
003459.txt,708,172,793,233,-1.75,4,1,22
003459.txt,692,176,712,227,-1.21,2,1,22
003459.txt,601,176,639,210,-1.56,0,1,33
003459.txt,132,170,256,217,2.1,-14,1,25
003459.txt,790,161,884,199,-0.3,15,1,51
003460.txt,562,181,602,215,-1.51,-1,1,32
003460.txt,862,174,1241,324,-0.42,5,1,8
003460.txt,1237,163,1241,358,2.18,5,1,3
003460.txt,493,177,532,204,1.75,-5,1,40
003461.txt,550,167,588,193,-1.44,-1,0,41
003461.txt,586,166,614,187,-1.48,0,0,51
003461.txt,294,173,421,222,-0.4,-7,1,23
003461.txt,330,166,398,200,2.05,-12,0,38
003462.txt,669,176,730,222,-1.72,3,1,26
003462.txt,731,114,856,219,-1.85,6,1,28
003462.txt,894,177,976,208,-2.69,16,1,36
003463.txt,145,191,223,225,-1.1,-21,2,36
003463.txt,10,196,132,246,2.15,-17,2,23
003464.txt,643,145,662,202,-2.59,1,0,22
003464.txt,246,138,279,259,0.97,-5,1,11
003464.txt,1001,131,1223,369,0.45,2,1,3
003464.txt,681,138,720,210,-3.03,2,0,18
003464.txt,635,127,813,369,1.05,0,1,3
003464.txt,659,166,799,369,0.93,0,1,4
003464.txt,724,137,790,369,1.01,1,1,5
003464.txt,788,179,874,369,0.9,1,1,5
003464.txt,825,147,887,369,0.9,2,1,5
003464.txt,922,160,1012,369,0.72,2,1,5
003464.txt,322,165,419,369,0.86,-1,1,5
003464.txt,540,145,596,282,1.17,0,1,9
003464.txt,649,150,696,276,1.14,0,1,9
003464.txt,665,138,748,275,1.18,1,1,9
003464.txt,0,0,267,369,-1.26,-3,1,3
003465.txt,0,218,199,374,2.31,-3,1,3
003465.txt,835,162,874,257,1.23,4,1,13
003465.txt,483,177,579,211,2.58,-3,1,34
003465.txt,321,188,419,269,1.57,-5,1,15
003465.txt,620,175,718,205,2.64,3,1,37
003465.txt,172,158,300,216,-2.65,-23,2,46
003465.txt,194,178,330,224,0.45,-12,1,26
003466.txt,415,158,492,265,1.83,-2,1,12
003466.txt,557,157,585,180,1.62,-1,0,47
003466.txt,700,153,718,214,-1.69,2,0,19
003466.txt,312,153,412,296,1.9,-3,1,9
003466.txt,603,130,652,191,-1.59,1,0,33
003467.txt,766,192,1125,374,-1.99,3,1,7
003467.txt,646,167,716,234,-1.7,2,1,24
003468.txt,939,176,1053,213,-2.82,17,1,33
003469.txt,992,151,1096,285,-2.1,6,1,10
003469.txt,352,183,398,207,1.88,-15,2,48
003470.txt,589,177,616,203,-1.58,0,1,46
003470.txt,304,182,387,234,1.87,-9,2,25
003470.txt,441,176,479,204,1.76,-10,2,51
003470.txt,549,178,572,200,-1.52,-3,2,53
003471.txt,572,177,611,211,-1.58,0,1,35
003471.txt,0,215,202,375,-0.8,-3,1,3
003471.txt,110,124,351,276,-1.15,-7,1,15
003471.txt,0,188,67,266,-0.85,-12,1,13
003471.txt,489,160,543,214,-1.46,-4,1,35
003471.txt,400,135,517,245,-1.4,-4,1,20
003471.txt,525,143,564,198,-1.53,-5,0,60
003472.txt,1095,184,1223,236,0.89,19,1,24
003472.txt,1032,183,1157,232,-2.28,16,1,23
003472.txt,952,181,1068,234,-2.16,13,1,24
003472.txt,602,172,636,202,-1.64,0,1,36
003472.txt,979,151,1081,345,0.3,4,1,7
003472.txt,189,151,206,198,-1.07,-17,0,30
003472.txt,272,154,289,196,1.96,-15,0,33
003472.txt,298,158,327,243,1.37,-6,1,16
003472.txt,339,158,366,240,1.24,-5,1,16
003472.txt,351,157,412,245,1.14,-5,1,15
003472.txt,460,155,506,267,1.0,-2,1,12
003472.txt,506,159,549,259,0.87,-1,1,13
003472.txt,320,158,360,262,0.99,-4,1,13
003472.txt,367,159,404,259,1.02,-4,1,13
003472.txt,399,164,436,253,1.03,-3,1,14
003472.txt,305,157,360,248,1.23,-5,1,15
003473.txt,586,181,643,227,-1.61,0,1,23
003473.txt,0,141,265,374,-1.73,-4,1,6
003473.txt,268,182,443,269,-2.14,-5,1,14
003473.txt,344,168,496,252,-2.16,-4,1,17
003473.txt,412,184,529,231,-2.22,-4,1,24
003473.txt,467,181,541,211,-2.24,-5,1,35
